# schema=engine-default-glyph-frequency-corpus.v1
# source=messense/jieba-rs@c62e0df1f9dcc2cc1e014711c5aa4561ae260538
# sourcePath=jieba/src/data/dict.txt
# sourceBlobSha=8a9837551ef4f0833835565b5ca654bd6d786a42
# sourceSha256=139519822fe8ab9e10d9d07e68ea0451045380aedaf54ecc51e2a28c6b42a13f
# algorithm=sum word frequency for each Han scalar occurrence; sort score desc then codepoint asc; take 1200
U+5E26	70457
U+7A7A	70056
U+5E72	69949
U+519C	69612
U+8FB9	69518
U+636E	69316
U+96C6	69299
U+8054	69069
U+53E4	68966
U+5E7F	68908
U+5B8C	68868
U+8D28	68455
U+9633	68120
U+96BE	67981
U+589E	67892
U+5386	66835
U+53F2	66824
U+4E13	66274
U+5B98	66025
U+6BCF	65803
U+4F4F	65532
U+5546	65479
U+5373	65389
U+6B65	65174
U+8BA4	64844
U+8F66	64767
U+53F0	64743
U+6797	64728
U+5FC5	64549
U+6B7B	64373
U+6E38	64250
U+4E3E	64028
U+7EBF	63841
U+8A00	63443
U+7687	63441
U+571F	63179
U+56E2	63120
U+6536	62799
U+8003	62629
U+6C42	62605
U+5FB7	62539
U+53EB	62530
U+8FD1	62448
U+5907	62445
U+7814	62412
U+4E89	62409
U+975E	62365
U+5177	62300
U+674E	62271
U+4F17	62244
U+8FDE	62090
U+8C03	61934
U+611F	61882
U+8F6C	61840
U+7B11	61622
U+9769	61478
U+8BE5	61119
U+6301	60808
U+59CB	60450
U+82F1	60094
U+514B	59655
U+58EB	59606
U+5C14	59394
U+8BA9	59199
U+62C9	59006
U+601D	58807
U+6839	58794
U+683C	58680
U+9020	58637
U+8F83	58612
U+9645	58415
U+4EB2	58320
U+5355	58289
U+671D	58238
U+7EA2	57943
U+578B	57650
U+4EF7	57558
U+6821	57507
U+7EA6	57380
U+5668	57280
U+5B57	57098
U+6BB5	56899
U+5468	56831
U+4E9A	56428
U+6DF1	56401
U+5019	56399
U+5219	56345
U+529F	56021
U+5C5E	56009
U+79EF	55890
U+5FEB	55792
U+56FE	55077
U+706B	55015
U+5343	54993
U+51C6	54991
U+7A76	54755
U+5F80	54483
U+6781	54173
U+80B2	53895
U+88C5	53320
U+8BB8	53031
U+53C2	53000
U+534A	52927
U+4EE4	52482
U+5403	52393
U+89C2	52104
U+9C7C	51549
U+7CBE	51507
U+529E	51298
U+50CF	50964
U+5E1D	50802
U+516B	50719
U+590D	50701
U+5F71	50568
U+544A	50540
U+8FDC	50383
U+7FA4	50309
U+5305	50300
U+6574	50237
U+6784	50231
U+6599	50160
U+968F	50121
U+5212	50059
U+7B97	50051
U+8C61	49964
U+5BB9	49671
U+793A	49352
U+6295	49335
U+52BF	49314
U+70ED	49017
U+503C	48747
U+592B	48418
U+7F51	48408
U+671B	48116
U+6E90	47990
U+606F	47710
U+8BED	47687
U+80A1	47609
U+94C1	47517
U+65AD	47515
U+6D3E	46809
U+901F	46517
U+600E	46457
U+9700	46181
U+7247	46177
U+7231	46065
U+5F8B	46019
U+7EAA	45973
U+652F	45930
U+65E9	45856
U+51B5	45836
U+75C5	45793
U+5883	45693
U+8BC1	45681
U+7F16	45500
U+8D8A	45491
U+5C40	45391
U+63A8	45301
U+6EE1	45183
U+4E14	45159
U+5217	45133
U+89C9	45098
U+670D	44880
U+53CC	44471
U+672A	44466
U+5C45	44442
U+9664	44364
U+4E50	44282
U+4F01	44255
U+5F15	44239
U+6807	44107
U+786E	44102
U+7EC7	44093
U+521D	44088
U+9752	43791
U+5FD7	43582
U+7387	43497
U+9879	43482
